site_id,gene_id,distance_to_TSS,distance_direction,estimate_intercept,estimate_carers3plus,p_adj_global_(Intercept),p_adj_global_carers3plus,p_adj_by_term_(Intercept),p_adj_byterm_carers3plus,p_carers2,p_carers3,delta_beta,delta_percent,chr,start,end,annotation
VYZT01013231.1_80726,,,,0.660104082317798,2.02007194303782,0.300404342061475,0.000314490543419915,0.118740378031133,0.00770341927812728,0.659283768712742,0.935846692556206,0.276562923843464,27.6562923843464,VYZT01013231.1,80726,80726,intergenic
VYZT01013252.1_45061,,,,0.311393854226937,1.62761163588482,0.863356695767368,2.18168783216617e-06,0.682697670801854,2.54548294286672e-05,0.577225448625926,0.874242845475956,0.29701739685003,29.701739685003,VYZT01013252.1,45061,45061,intergenic
VYZT01013274.1_4950,,,,-0.515860784031241,2.23667805275507,0.488695234562671,5.61145511058451e-06,0.237684591897959,9.00627263516362e-05,0.373820629094721,0.848234075766606,0.474413446671885,47.4413446671885,VYZT01013274.1,4950,4950,intergenic
VYZT01013284.1_182016,Cux1_0,-23,upstream,0.738982175086921,2.55834083793844,0.222652501840342,1.00735169722299e-05,0.0808118049390485,0.00019274624238757,0.676773245869718,0.964336860069504,0.287563614199787,28.7563614199787,VYZT01013284.1,182016,182016,TSS
VYZT01013284.1_210891,Sh2b2,-2041,upstream,0.851080553628462,2.15930610537832,0.175391822669777,0.000152783115202142,0.060390969289665,0.00401701856553637,0.700793764120947,0.9530411617767,0.252247397655753,25.2247397655753,VYZT01013284.1,210891,210891,upstream10k
VYZT01013284.1_421329,Srrm3,-9465,upstream,0.835426774324183,2.12320552371581,0.178192767556688,0.000171260736574532,0.0615538022628105,0.00446043136496298,0.697501168503116,0.950669892799736,0.253168724296621,25.3168724296621,VYZT01013284.1,421329,421329,upstream10k
VYZT01013284.1_471000,Por,-45,upstream,-0.861725036832273,1.81985467998814,0.123974358001188,5.14704369345228e-05,0.0401921231126658,0.00132888966058712,0.296979062066303,0.722747172292319,0.425768110226016,42.5768110226016,VYZT01013284.1,471000,471000,TSS
VYZT01013295.1_31625,Slail,6556,downstream,0.830396932565699,2.08700749016396,0.228079188817025,0.000400714969589492,0.0832782418510417,0.00944403235376124,0.696438852585581,0.948700124031414,0.252261271445833,25.2261271445833,VYZT01013295.1,31625,31625,gene_body
VYZT01013442.1_197297,Pbx1,18461,downstream,0.163766305600306,1.90323983492462,0.861130929349234,4.97724337422856e-05,0.678593542877243,0.00128411180301061,0.540850318753923,0.88765474873571,0.346804429981787,34.6804429981787,VYZT01013442.1,197297,197297,gene_body
VYZT01013442.1_325982,Lmx1a,60880,downstream,0.679675196970757,1.9997315524743,0.272084065899704,0.000156861619544265,0.104276494349081,0.00411923445098858,0.663666200878586,0.935800491541898,0.272134290663311,27.2134290663311,VYZT01013442.1,325982,325982,intergenic
VYZT01013456.1_38033,,,,0.501329129486872,1.92855970543778,0.466092441351701,0.000192497251304221,0.220983028959458,0.00498523695567548,0.622771630688081,0.919078265444251,0.29630663475617,29.6306634756171,VYZT01013456.1,38033,38033,intergenic
VYZT01013499.1_6260,Smg1,33087,downstream,0.367642519347071,2.6693116006604,0.785174568096107,2.23584593344291e-42,0.553134628936143,1.85775943421569e-42,0.590889205406974,0.954215945136783,0.363326739729809,36.3326739729809,VYZT01013499.1,6260,6260,downstream10k
VYZT01013523.1_175171,Dusp10,79295,downstream,0.243461477039206,2.33239443293372,0.822084852843499,2.24784323496171e-05,0.610700844590795,0.00052202513683852,0.560566498736054,0.929291449673953,0.368724950937899,36.8724950937899,VYZT01013523.1,175171,175171,intergenic
VYZT01013754.1_159176,Grifin,-21836,upstream,-1.15770293683165,1.47805766820691,0.145180650585011,9.56719985284145e-81,0.0482706000722485,7.86921040800523e-81,0.239084924031462,0.579410700469756,0.340325776438294,34.0325776438294,VYZT01013754.1,159176,159176,intergenic
VYZT01013754.1_504494,Elfn1,166953,downstream,2.48785909365343,-1.87344523645507,4.49416080580833e-06,0.00042206936295765,1.19250269672385e-06,0.00985678181150386,0.923286302371404,0.648947003906003,-0.274339298465401,-27.4339298465401,VYZT01013754.1,504494,504494,gene_body
VYZT01013754.1_842464,Mafk,-4448,upstream,0.65954540030492,2.01597696418746,0.265570439392132,6.0384175952712e-05,0.101048635022241,0.0015712002671624,0.659158261543587,0.935566730307475,0.276408468763888,27.6408468763888,VYZT01013754.1,842464,842464,upstream10k
VYZT01013905.1_142676,Fyb2,-13603,upstream,0.329903169036023,1.93589955512314,0.693513480141065,6.21716119312182e-05,0.431602414262282,0.0016176895360377,0.58173581619018,0.90600495646057,0.32426914027039,32.426914027039,VYZT01013905.1,142676,142676,intergenic
VYZT01013918.1_20281,Znf438,-147870,upstream,2.89590595648704,-2.13103209617453,2.1248159798123e-06,0.000265860475876389,5.74451791714579e-07,0.00664963789528817,0.947643682271337,0.682410965041945,-0.265232717229391,-26.5232717229391,VYZT01013918.1,20281,20281,intergenic
VYZT01013918.1_20324,Znf438,-147827,upstream,2.33026032581663,-1.86041329525873,5.00931794923242e-06,0.000260319626590047,1.32617500650678e-06,0.00652331667887329,0.911352370519127,0.615347549936767,-0.29600482058236,-29.600482058236,VYZT01013918.1,20324,20324,intergenic
VYZT01014018.1_71061,POSRUF_R11232,3805,downstream,0.585864474944146,1.79871787163802,0.300124806382028,0.000160252535531911,0.118593812670984,0.00419579323617505,0.642415702651212,0.915644049618101,0.27322834696689,27.322834696689,VYZT01014018.1,71061,71061,gene_body
VYZT01014099.1_49962,Avpr1b,-4805,upstream,0.849471001841645,2.59512195086664,0.149005565784825,2.07763883026594e-05,0.049766190040502,0.000474367379885699,0.700456161265322,0.969069481178385,0.268613319913063,26.8613319913063,VYZT01014099.1,49962,49962,upstream10k
VYZT01014178.1_24478,Nat8l,22642,downstream,0.505384856669812,1.55069975749441,0.481972197366723,0.000374799868404943,0.232663043412419,0.00894540722218803,0.623723955527017,0.886560992819543,0.262837037292526,26.2837037292526,VYZT01014178.1,24478,24478,gene_body
VYZT01014596.1_141143,Rflna,53975,downstream,-5.58361180152676,8.25984829403923,0.00630188585180871,2.32551329551693e-144,0.00168519361398301,1.91363338912015e-144,0.00374488743972406,0.935609765715866,0.931864878276142,93.1864878276142,VYZT01014596.1,141143,141143,gene_body
VYZT01014598.1_73735,POSRUF_R14842,33180,downstream,-0.693624914009084,1.62874233577551,0.115961979361138,1.96365012544252e-10,0.0372264445846534,3.18796895990635e-10,0.333227178798917,0.718112345128586,0.384885166329669,38.4885166329669,VYZT01014598.1,73735,73735,intergenic
VYZT01014608.1_132301,Mxd4,8139,downstream,0.393836524204402,1.61439201977612,0.547627373919422,0.000284688201138828,0.285075467713099,0.00706053193941329,0.597205922231773,0.881658318836731,0.284452396604959,28.4452396604959,VYZT01014608.1,132301,132301,gene_body
VYZT01014611.1_45036,Ppm1g,8384,downstream,-0.339427746197488,2.38089100280105,0.765541637677741,0.000320448310854825,0.524686772162656,0.00781661736772124,0.415948491048673,0.885082182172845,0.469133691124172,46.9133691124172,VYZT01014611.1,45036,45036,gene_body
VYZT01014616.1_37901,,,,0.351707476481321,1.84858206051603,0.579906256959222,2.07541380741366e-05,0.313587480564505,0.000473810779583104,0.587031576186377,0.900275508384991,0.313243932198614,31.3243932198614,VYZT01014616.1,37901,37901,intergenic
VYZT01014616.1_37959,,,,0.244856681813296,1.76218443954911,0.760999178884816,8.15162601556201e-08,0.518324802881765,3.4424003533302e-07,0.560910152803399,0.88153437065144,0.320624217848041,32.0624217848041,VYZT01014616.1,37959,37959,intergenic
VYZT01014634.1_169854,Tnr,260,downstream,0.356144317227415,1.94869733526658,0.641567254654324,0.000163741265269872,0.3739199409288,0.00428079217281481,0.588106762601806,0.909277229533027,0.321170466931221,32.1170466931221,VYZT01014634.1,169854,169854,gene_body
VYZT01014638.1_249109,Rasal2,-98,upstream,0.469817405859972,2.44413988610726,0.568317711895569,6.41647373639513e-05,0.303123068085548,0.00167276990741651,0.615340537896627,0.948532098663384,0.333191560766758,33.3191560766758,VYZT01014638.1,249109,249109,TSS
VYZT01014641.1_18194,Emcn,-13087,upstream,0.0537385162181038,2.16164510590969,0.967623198950437,0.000113217087791848,0.910495014917761,0.00298599711652364,0.51343139691294,0.901622484340521,0.388191087427581,38.8191087427581,VYZT01014641.1,18194,18194,intergenic
VYZT01014641.1_21438,Emcn,-16331,upstream,0.726013399914042,1.94198804059762,0.0944163195646493,4.40543011578955e-05,0.0294898267608283,0.00112795148147647,0.673929831717847,0.935111868879856,0.261182037162009,26.1182037162009,VYZT01014641.1,21438,21438,intergenic
VYZT01014659.1_18301,Prkag3,-10215,upstream,0.207617467317989,2.59879826354859,0.875654116723969,2.49056586253268e-08,0.70592617955393,8.09865787732771e-08,0.551718722144005,0.94302153506622,0.391302812922215,39.1302812922215,VYZT01014659.1,18301,18301,gene_body
VYZT01014659.1_26234,Prkag3,-2282,upstream,0.68519580686541,1.76948422953107,0.230254163622679,0.000283528203214807,0.0842749918564353,0.00703079127332042,0.664897359319162,0.920903019912526,0.256005660593364,25.6005660593364,VYZT01014659.1,26234,26234,upstream10k
VYZT01014681.1_135149,Ghsr,52339,downstream,0.763910984064664,2.31259722680994,0.146635458924785,2.53567747954621e-05,0.0488362361634001,0.00060084882275045,0.682202247850534,0.955913263840269,0.273711015989735,27.3711015989735,VYZT01014681.1,135149,135149,gene_body
VYZT01014685.1_38966,Mrpl28,12723,downstream,-0.149704253071264,1.51369218572521,0.820823069799025,0.000112352581316584,0.60862752466909,0.00296306844180835,0.462643677862311,0.796407076838755,0.333763398976445,33.3763398976445,VYZT01014685.1,38966,38966,intergenic
VYZT01014701.1_22179,,,,-0.323942319256471,1.5755609156246,0.934324224618209,0,0.829518734283879,0,0.419715276042545,0.77757992219146,0.357864646148915,35.7864646148915,VYZT01014701.1,22179,22179,intergenic
VYZT01014728.1_16192,Pla2g4e_2,2472,downstream,0.770359370542201,2.28461128319784,0.145119104572284,3.64833873802183e-05,0.0482461911963762,0.000916870624484116,0.68359862767377,0.95499663936563,0.27139801169186,27.139801169186,VYZT01014728.1,16192,16192,gene_body
VYZT01015138.1_12665,,,,2.87493484184964,-2.17776536509307,8.10555636278105e-07,0.000106349371405341,2.26815521869664e-07,0.00280723579899987,0.94659337626768,0.667559910246569,-0.279033466021112,-27.9033466021112,VYZT01015138.1,12665,12665,intergenic
VYZT01015139.1_221334,Bmp2_0,120331,downstream,0.148983933919701,1.24043325944781,0.742517915001377,3.11285621423693e-13,0.493140534459814,3.32514911185067e-13,0.537177242740421,0.800499185092554,0.263321942352132,26.3321942352132,VYZT01015139.1,221334,221334,intergenic
VYZT01015144.1_36823,Acvr1b,-4533,upstream,0.633715857419759,1.76997700799936,0.260387537697347,0.000344083090084288,0.098512351887139,0.00832205238657225,0.653331543464356,0.917108469839863,0.263776926375507,26.3776926375507,VYZT01015144.1,36823,36823,upstream10k
VYZT01015144.1_43738,Acvr1b,2382,downstream,0.308666204415066,1.91185698963304,0.722793421016311,0.000225460816876042,0.46742235091977,0.00574568117530736,0.576559663417991,0.90207742111648,0.325517757698489,32.5517757698489,VYZT01015144.1,43738,43738,downstream10k
VYZT01015151.1_133431,Atrx_0,-3381,upstream,-0.189786078464672,1.79864224670953,0.846957463435331,9.36141687389761e-05,0.653074194470691,0.0024675778193154,0.452695383006246,0.833252519860628,0.380557136854382,38.0557136854382,VYZT01015151.1,133431,133431,upstream10k
VYZT01015151.1_26412,Fgf16,-66610,upstream,-0.838029690904686,1.92585016552013,0.138935050240751,3.3640332662444e-59,0.0458478307832056,2.7809749682098e-59,0.301949916063879,0.747971080626147,0.446021164562268,44.6021164562268,VYZT01015151.1,26412,26412,intergenic
VYZT01015202.1_12345,Tesc,-7884,upstream,0.266274008617677,4.21678467811336,0.916779073756578,2.42860272102358e-21,0.789983999757089,2.09289738404038e-21,0.566177951844808,0.988827435821123,0.422649483976315,42.2649483976315,VYZT01015202.1,12345,12345,upstream10k
VYZT01015243.1_60408,Dchs1,11890,downstream,0.406110712664511,-1.13214953405637,0.151256500527065,5.2991154352693e-34,0.050647730052822,4.43016276853382e-34,0.600154935085462,0.326064581977431,-0.274090353108031,-27.4090353108031,VYZT01015243.1,60408,60408,gene_body
VYZT01015256.1_44448,Gpr12_1,-6280,upstream,0.609462836790411,1.85989697337019,0.498917394417408,4.04144733443326e-16,0.245527001503355,3.75116487782203e-16,0.647818258155173,0.92196571889647,0.274147460741297,27.4147460741297,VYZT01015256.1,44448,44448,upstream10k
VYZT01015256.1_64442,Wasf3_0,8120,downstream,0.720930807650838,2.11030614306029,0.195762318922288,2.14142753681601e-05,0.06897366354675,0.000492286602490273,0.672811954317583,0.944340653657887,0.271528699340304,27.1528699340304,VYZT01015256.1,64442,64442,downstream10k
VYZT01015333.1_5222,,,,-0.322545220571787,2.44513395692534,0.830314957220187,2.11444942726286e-05,0.624466314533938,0.000484621284760271,0.42005558363836,0.893079375992554,0.473023792354194,47.3023792354194,VYZT01015333.1,5222,5222,intergenic
VYZT01015348.1_31301,,,,0.40116301471228,1.89150992782676,0.589503252701833,0.000220973015376861,0.32246251365285,0.00564219703998359,0.598967054795459,0.908268394565015,0.309301339769555,30.9301339769555,VYZT01015348.1,31301,31301,intergenic
VYZT01015404.1_13171,Xirp1,-2279,upstream,-0.00771634850554122,2.02064390833111,0.998494779292386,0,0.995555275923713,0,0.498070922445372,0.882147721109427,0.384076798664055,38.4076798664055,VYZT01015404.1,13171,13171,upstream10k
VYZT01015779.1_6953,Oat,8003,downstream,2.87027818862913,-2.12027002716808,1.64539972994515e-05,0.000362449064659372,4.28104706439686e-06,0.00870808483420422,0.946357471994296,0.679180477514297,-0.267176994479999,-26.7176994479999,VYZT01015779.1,6953,6953,gene_body
VYZT01015811.1_279064,Cpne9,-2138,upstream,0.439606123326603,2.2272314228924,0.634877024748428,0.000252021222839099,0.366963329431326,0.00633496871131683,0.608165173818852,0.935041210720848,0.326876036901996,32.6876036901996,VYZT01015811.1,279064,279064,gene_body
VYZT01015811.1_97230,Plxnb1,-17645,upstream,2.76080254742241,-2.01431324805722,1.95700597173527e-06,0.000333232100670325,5.30443390186607e-07,0.00808508497161042,0.940520545725154,0.678413254371126,-0.262107291354028,-26.2107291354028,VYZT01015811.1,97230,97230,intergenic
VYZT01015816.1_285232,Nol12,5704,downstream,3.41020518244805,-2.63266366229056,3.31013196396712e-09,1.42059724229163e-06,1.33146208770411e-09,1.41865645403221e-05,0.968021954635445,0.685150013525618,-0.282871941109828,-28.2871941109828,VYZT01015816.1,285232,285232,upstream10k
VYZT01015816.1_552336,Kcnj4,74,downstream,0.81520945564672,2.07082028408713,0.285004175448221,0.000416441504298292,0.110787414066097,0.00973861250510051,0.693218495351569,0.947151500508665,0.253933005157095,25.3933005157095,VYZT01015816.1,552336,552336,promoter
VYZT01015838.1_4198,Pnpla7,23752,downstream,0.431811286150545,1.91812470255361,0.537444949277353,0.000104192579814537,0.276416577922623,0.00274570305172576,0.606306103794419,0.912929139466668,0.30662303567225,30.662303567225,VYZT01015838.1,4198,4198,intergenic
VYZT01015840.1_200621,Kpna1_0,2944,downstream,0.726734126918055,1.94923914405647,0.190806046118504,0.000153746080135156,0.0668572221268386,0.00404119463410855,0.674088190475581,0.935593906344412,0.261505715868831,26.1505715868831,VYZT01015840.1,200621,200621,gene_body
VYZT01015840.1_85840,Atp5j2_0,-17721,upstream,-1.00938000969514,1.97010673714635,1.30984558375594e-05,3.07570657960203e-104,3.41610900570774e-06,2.54977495360228e-104,0.267101201389685,0.723267284471763,0.456166083082078,45.6166083082078,VYZT01015840.1,85840,85840,intergenic
VYZT01015910.1_120477,Sept4,-7865,upstream,-0.402888601530626,1.8773175286428,0.647161134883725,0.000298781184331845,0.37978422924547,0.00737421097958687,0.400618520598683,0.813729627964,0.413111107365316,41.3111107365316,VYZT01015910.1,120477,120477,upstream10k
VYZT01016085.1_102420,Rgs3_0,24869,downstream,-1.28791386349055,1.63601844298841,1.37588521519661e-05,9.47251435643971e-38,3.58646257128828e-06,7.90301310159085e-38,0.216206120373268,0.586157869047054,0.369951748673785,36.9951748673785,VYZT01016085.1,102420,102420,gene_body
VYZT01016085.1_121331,Rgs3_0,43780,downstream,-0.526111008353174,1.51321418896627,0.404877995848212,9.724926265881e-05,0.179307860168011,0.00255904422146991,0.371424389427975,0.72851536671822,0.357090977290245,35.7090977290245,VYZT01016085.1,121331,121331,gene_body
VYZT01016129.1_5644,Faim2,3690,downstream,-0.13447156570492,1.61532401802698,0.731178910758199,1.40551201363721e-117,0.478157561003948,1.1662337034538e-117,0.466432675383636,0.814701304067512,0.348268628683876,34.8268628683876,VYZT01016129.1,5644,5644,gene_body
VYZT01016176.1_154335,Bnip3l_0,4759,downstream,2.88772607723672,-2.14362295922615,1.26236892713504e-07,5.64145493820697e-05,3.88237190158142e-08,0.00146600598609432,0.947236347212661,0.677892442785464,-0.269343904427197,-26.9343904427197,VYZT01016176.1,154335,154335,downstream10k
VYZT01016176.1_157478,Bnip3l_0,7902,downstream,0.802200765883075,1.98741567575774,0.0503969631086302,0.000208621160037937,0.014787641943471,0.00535586788008552,0.690445049360276,0.942112130200295,0.25166708084002,25.166708084002,VYZT01016176.1,157478,157478,gene_body
VYZT01016176.1_190533,POSRUF_R09632,2040,downstream,-0.435712063129575,2.52944014701758,0.652015759070551,1.22695199542319e-06,0.384940907584962,1.15828483817583e-05,0.392763171723143,0.890292085547921,0.497528913824778,49.7528913824778,VYZT01016176.1,190533,190533,gene_body
VYZT01016176.1_193357,POSRUF_R09632,-784,upstream,2.51427632973723,-1.8074044629743,1.86944049246246e-07,0.000271946031337065,5.6208450774911e-08,0.0067818556795148,0.925136603255917,0.669709588643757,-0.25542701461216,-25.542701461216,VYZT01016176.1,193357,193357,promoter
VYZT01016446.1_119486,Rp1l1,6179,downstream,0.169090294190475,1.44714355160368,0.944433748347224,8.15555363408215e-08,0.853200830853134,3.44271446422059e-07,0.542172140902384,0.834275076002028,0.292102935099644,29.2102935099644,VYZT01016446.1,119486,119486,downstream10k
VYZT01016503.1_5712,,,,-0.336082477364974,1.76939891932751,0.703368590436552,0.000256340565330977,0.443406757489018,0.00643745055534114,0.416761402895052,0.807417529950368,0.390656127055316,39.0656127055316,VYZT01016503.1,5712,5712,intergenic
VYZT01016512.1_32538,POSRUF_R10510,449516,downstream,-0.572540335626236,1.63761083618219,0.0970458878599021,0,0.0304162551330855,0,0.360650862532635,0.743658331551639,0.383007469019004,38.3007469019004,VYZT01016512.1,32538,32538,intergenic
VYZT01016526.1_27452,Vdac2,-8833,upstream,0.970316195597282,-1.13291965568568,8.46522775141106e-06,0,2.22075430527508e-06,0,0.72518251779301,0.45943846581278,-0.26574405198023,-26.574405198023,VYZT01016526.1,27452,27452,upstream10k
VYZT01016580.1_65309,Atp2a2,36144,downstream,0.52244063941998,2.01428275826536,0.471558787729601,0.000166834076602381,0.224952985788061,0.00435402736834221,0.62771829210822,0.926676501766521,0.298958209658301,29.8958209658301,VYZT01016580.1,65309,65309,gene_body
VYZT01017156.1_533888,Mthfs,50015,downstream,0.775648218595579,1.96227300459176,0.199640629188413,0.000120023491640365,0.0706405999049434,0.00316745309680484,0.68474144841308,0.939227550134044,0.254486101720964,25.4486101720964,VYZT01017156.1,533888,533888,intergenic
VYZT01017191.1_35430,,,,-0.530949783328725,1.79962723586913,0.388303174924769,6.29783959378244e-05,0.168858173463834,0.001639738702238,0.37029539340647,0.780516265537623,0.410220872131153,41.0220872131153,VYZT01017191.1,35430,35430,intergenic
VYZT01017199.1_74948,Irs1,98935,downstream,0.721618406702325,2.33493859818339,0.282720362294825,6.22321575399249e-05,0.109619434785122,0.00161933220749041,0.672963301652079,0.955064768468627,0.282101466816548,28.2101466816548,VYZT01017199.1,74948,74948,intergenic
VYZT01017207.1_98763,Erich1,-3472,upstream,0.43243960702324,1.91527025211347,0.57610772738241,0.000266120787134816,0.310095322138423,0.00665307937860309,0.606456073344084,0.912752022744501,0.306295949400417,30.6295949400417,VYZT01017207.1,98763,98763,upstream10k
VYZT01017208.1_194637,Tmem26,51860,downstream,0.650318600120761,1.71294412973884,0.288653017295568,0.000411051140151916,0.112651652146978,0.00963948943560011,0.657082254890678,0.913982662671085,0.256900407780407,25.6900407780407,VYZT01017208.1,194637,194637,intergenic
VYZT01017233.1_39875,Cacfd1,1632,downstream,-1.10427140197945,2.25285531282053,0.13223519093546,0.000223917841926076,0.0432916648315193,0.00570833543461392,0.248940418155361,0.759252167436175,0.510311749280814,51.0311749280814,VYZT01017233.1,39875,39875,downstream10k
VYZT01017233.1_46574,Slc2a6,2678,downstream,0.542438658058009,2.05461175600966,0.35394191647756,0.00010226664619728,0.148262972254785,0.00269979973455728,0.632379529176902,0.930671507905374,0.298291978728472,29.8291978728472,VYZT01017233.1,46574,46574,gene_body
VYZT01017291.1_348603,Rhbdl1,-4652,upstream,0.555174619449231,1.99441401379707,0.471412353017056,0.000316608579744052,0.224845412772195,0.00773799572228385,0.63533530687322,0.92754587379268,0.29221056691946,29.221056691946,VYZT01017291.1,348603,348603,upstream10k
VYZT01017291.1_367272,Wdr90_0,-686,upstream,0.239583341849358,2.09830308541477,0.791935378577669,0.000121266005411516,0.563231292777096,0.00319988126837914,0.559610967862549,0.911966547702581,0.352355579840032,35.2355579840032,VYZT01017291.1,367272,367272,promoter
VYZT01017291.1_45477,POSRUF_R06859,-3394,upstream,0.748808168813011,1.93801869008842,0.196486504814443,0.000129588708186378,0.0692833723130195,0.00341565200027528,0.678918949687385,0.936244837455581,0.257325887768197,25.7325887768197,VYZT01017291.1,45477,45477,upstream10k
VYZT01017291.1_644842,POSRUF_R06881,8744,downstream,0.154327374672309,1.58382783526207,0.882900335037538,0.000224031345584996,0.720001907079571,0.00571122095484461,0.538505450491356,0.850452591225515,0.311947140734159,31.1947140734159,VYZT01017291.1,644842,644842,gene_body
VYZT01017305.1_9781,Cpxm1,-286,upstream,0.591130891442781,1.92398620987618,0.3758323956709,0.000409795355544503,0.161242117431518,0.00961691387867864,0.643624582614054,0.925194813334194,0.28157023072014,28.157023072014,VYZT01017305.1,9781,9781,TSS
VYZT01017337.1_2802,Cirbp,-16093,upstream,0.863029343695425,2.58073510035688,0.0639931167909249,9.60018162454959e-07,0.0191690969056327,8.34203247499e-06,0.70329318225041,0.969044637954194,0.265751455703784,26.5751455703784,VYZT01017337.1,2802,2802,intergenic
VYZT01017390.1_19284,,,,0.187462297410212,1.98526087652833,0.843469061211824,0.000123280968359836,0.646988040935891,0.00325723955867684,0.546728808680309,0.897773160820189,0.35104435213988,35.104435213988,VYZT01017390.1,19284,19284,intergenic
VYZT01017472.1_9185,,,,1.99124167332856,-1.65804714246763,0.355491653702765,0,0.149169528585927,0,0.879874438620116,0.582536451790317,-0.2973379868298,-29.73379868298,VYZT01017472.1,9185,9185,intergenic
VYZT01017473.1_15441,,,,0.492354319587703,1.93024554849687,0.521570650581443,0.000394474616738167,0.26336059519496,0.00932602208889404,0.6206608928328,0.918534501544081,0.297873608711281,29.7873608711281,VYZT01017473.1,15441,15441,intergenic
VYZT01018090.1_149256,Pacs2,29580,downstream,2.79122534086992,-2.07446115815375,7.34375494013232e-08,2.11581253946948e-05,2.33744328037076e-08,0.000484865382707071,0.942199812130986,0.671894070464902,-0.270305741666084,-27.0305741666084,VYZT01018090.1,149256,149256,gene_body
VYZT01018163.1_52565,,,,0.340594661445484,2.16061209752036,0.707380344362567,0.000132434281406433,0.44826358557917,0.00349347918217213,0.584334966074415,0.924226374978602,0.339891408904187,33.9891408904187,VYZT01018163.1,52565,52565,intergenic
VYZT01018194.1_167220,Ppme1,4771,downstream,0.585855821382873,4.25427270948789,0.785839650540526,0.000177172088217521,0.554103534917811,0.00461706818262414,0.642413714771984,0.992155977323551,0.349742262551567,34.9742262551567,VYZT01018194.1,167220,167220,gene_body
VYZT01018323.1_6703,,,,-0.460933870228325,2.11974501634744,0.578795425953934,0.000138193443471797,0.312561599540833,0.00363768645481832,0.386764307279743,0.840078349008482,0.453314041728739,45.3314041728739,VYZT01018323.1,6703,6703,intergenic
VYZT01018341.1_1978,,,,0.838533963191977,2.18148912403829,0.0926028909690811,2.82020640306653e-05,0.028854729632767,0.000680211366402008,0.698156361898219,0.953470549748507,0.255314187850289,25.5314187850289,VYZT01018341.1,1978,1978,intergenic
VYZT01018624.1_53662,Pten,-4885,upstream,3.37371155595889,-2.67217635886061,0.0245234367265345,3.30016291281339e-06,0.00687752392018217,4.45399547845952e-05,0.966872777809793,0.668528057199,-0.298344720610793,-29.8344720610793,VYZT01018624.1,53662,53662,upstream10k
VYZT01018639.1_19130,Rhbdl3,17356,downstream,0.482409711854671,1.59430474527358,0.72962218129904,8.43639749546244e-05,0.476152853820201,0.00222314337486645,0.618316731451696,0.88861926142309,0.270302529971394,27.0302529971394,VYZT01018639.1,19130,19130,gene_body
VYZT01018646.1_21484,Ctnna1_1,-72069,upstream,0.38362542240034,1.60552393353316,0.530720353622853,0.000276006462298124,0.270828196562879,0.00687212927369157,0.594747212291196,0.879653114441672,0.284905902150476,28.4905902150476,VYZT01018646.1,21484,21484,intergenic
VYZT01018646.1_41326,Ctnna1_1,-52227,upstream,-0.0048480751028364,1.34554660707176,0.995437030542598,0.000199350040146817,0.986689269794963,0.00514194229392148,0.498787983598209,0.792604791297046,0.293816807698836,29.3816807698836,VYZT01018646.1,41326,41326,intergenic
VYZT01018701.1_5624,,,,0.487206473195923,1.55787317730981,0.145280887609491,3.88656763410211e-05,0.0483098613697758,0.000983336709816097,0.619448128370481,0.885449499861229,0.266001371490748,26.6001371490748,VYZT01018701.1,5624,5624,intergenic
VYZT01018718.1_294256,Larp1,4164,downstream,0.288994496051294,1.80502858961191,0.693369126652814,0.000311789937031193,0.431427648103291,0.00764677532844871,0.571749951115955,0.89032089566994,0.318570944553985,31.8570944553985,VYZT01018718.1,294256,294256,gene_body
VYZT01018737.1_64843,Jam3,-12230,upstream,-1.6712213755116,4.62246118337268,0.464825970850586,0.000282387036501189,0.220051751966435,0.00700823315328047,0.158261405712242,0.950322052520907,0.792060646808665,79.2060646808665,VYZT01018737.1,64843,64843,intergenic
VYZT01018756.1_43769,Hdac4,19118,downstream,0.228122422122716,1.41293605091836,0.786524641757064,2.12936231056076e-25,0.555116988892352,1.81484888874968e-25,0.556784563885093,0.837678912570053,0.28089434868496,28.089434868496,VYZT01018756.1,43769,43769,gene_body
VYZT01018808.1_7298,,,,0.580317153732801,-1.15982891746588,0.624691603671487,0,0.356622619140716,0,0.641140380139107,0.35904494455964,-0.282095435579467,-28.2095435579467,VYZT01018808.1,7298,7298,intergenic
VYZT01019165.1_269017,Smyd1,11970,downstream,0.31789738871436,1.53223053344833,0.782874926313506,6.13215256922735e-232,0.549717432830981,5.02160970103526e-232,0.578811744374718,0.864142121818285,0.285330377443566,28.5330377443566,VYZT01019165.1,269017,269017,gene_body
VYZT01019187.1_181581,,,,0.378433652306411,2.00404559025711,0.563301317801809,9.09765401885905e-05,0.298679623725012,0.00239732823641985,0.5934952634369,0.915481463749873,0.321986200312973,32.1986200312973,VYZT01019187.1,181581,181581,intergenic
VYZT01019212.1_260243,Vps13c,205172,downstream,-0.0843235059292653,2.0681707192043,0.966372876810566,0.000407468556290165,0.907204857950962,0.00957936335418583,0.478931605858513,0.879090680146507,0.400159074287994,40.0159074287994,VYZT01019212.1,260243,260243,intergenic
VYZT01019215.1_218750,Cplx2,-15912,upstream,0.674496474254387,1.80957734703592,0.223558651212698,0.000240406650374967,0.0812210723534525,0.00607540008812639,0.662509262690321,0.923017766485171,0.26050850379485,26.050850379485,VYZT01019215.1,218750,218750,intergenic
